name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Theo Bejeweled 8in x 10in Frame,SPF5843-230,https://www.jaystrongwater.com/coastal/theo-bejeweled-8-x-10-frame-spf5843-230,https://www.jaystrongwater.com/img/product/SPF5843-230_1-Z.jpg?fv=BB6D1270FCDA374EDCF399543D0C913B-86533,Crafted of pewter with a 14K matte gold finish - the Theo Bejeweled 8in x 10in Frame is a treasure inspired by the sea. Hand-enameled and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure in New York and Rhode Island.,1400,In Stock,Jay Strongwater,
Beatrix Bunny and Egg Box,SDH7400-256,https://www.jaystrongwater.com/easter-1/beatrix-bunny-and-egg-box-sdh7400-256,https://www.jaystrongwater.com/img/product/SDH7400-256_web_1-Z.jpg?fv=F9366D4697D5F1C84B6089931017674A-89407, That is one beautiful floral egg that our adorable bunny has in his pushcart - and surprise – the top lifts off to reveal a yellow enameled lined box! The Beatrix Bunny and Egg box is delicately painted with over 12 pastel shades of enamel and hand-set with sparkling Swarovski Rose and Tanzanite crystals.,395,In Stock,Jay Strongwater,
Finley Fish Round Porcelain Box,SDH7384-239,https://www.jaystrongwater.com/coastal/finley-fish-round-porcelain-box-sdh7384-239,https://www.jaystrongwater.com/img/product/SDH7384-239_1-Z.jpg?fv=F41DB8C8F91170569EA9BFF697E8CB29-61071,Finley the fish is a showstopper in his bright yellow and cerulean blue enameled stripes highlighted in white opal colored crystals. Hand-enameled with hand-set crystals on a cream porcelain box. Perfect keepsake that never fails to charm and delight!,250,In Stock,Jay Strongwater,
Leonard Pave Corner  4in x 6in Frame,SPF5830-224,https://www.jaystrongwater.com/love/leonard-pave-corner-4-x-6-frame-spf5830-224,https://www.jaystrongwater.com/img/product/SPF5830-224_web_1-Z.jpg?fv=F2636EA4013B5E04C38EB7F6CA034D21-72224, Layers of hand-painted translucent ruby enamel surround this frame with a dazzling luminosity. This Pave Corner Frame was casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all ruby enamel back plate – this frame is truly beautiful from any view.  Stands vertically only.,395,In Stock,Jay Strongwater,
Melvin Mini Butterfly Fish Figurine,SDH1820-239,https://www.jaystrongwater.com/coastal/melvin-mini-butterfly-fish-figurine-sdh1820-239,https://www.jaystrongwater.com/img/product/SDH1820-239_w-Z.jpg?fv=FFF1F8BCAE50818F328195B63FB8090C-65890,Melvin the fish is a showstopper in his hues of canary yellow and orange enamels. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight! ,195,In Stock,Jay Strongwater,
Carmella Leaf and Vine Candle Holder,SDH2459-256,https://www.jaystrongwater.com/great-gifts-1/carmella-leaf-and-vine-candle-holder-sdh2459-256,https://www.jaystrongwater.com/img/product/SDH2459-256_alt2-Z.jpg?fv=3DBE33E4D9F6C84BB51981B2C30B38FC-54541, The Carmella candle holder shines holding a votive candle or even a small bouquet and makes the perfect gift! Gently fluted cream speckled glass vessel lifted on a bright garland of jeweled metal flowers. Hand-painted in scarlet - daffodil and lilac enamel with hand-set sparkling crystals.,225,In Stock,Jay Strongwater,
Bette Eye Compact,SCB8077-202,https://www.jaystrongwater.com/great-gifts-1/bette-eye-compact-scb8077-202,https://www.jaystrongwater.com/img/product/SCB8077-202_small-Z.jpg?fv=20AED525F02D1679B2D39113242F570F-72661, The Bette Eye Compact is the quintessential Hollywood glamour accessory! How chic to hold this bright fuchsia enameled compact with its bewitching jeweled eye with dazzling crystals. Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous. ,225,In Stock,Jay Strongwater,
Duncan Camel Figurine,SDH1825-250,https://www.jaystrongwater.com/miniatures/duncan-camel-figurine-sdh1825-250,https://www.jaystrongwater.com/img/product/SDH1825-250_alt1-Z.jpg?fv=55B7384D5CB2D2448BF4EC2D2605BAD9-65662,The majestic beauty of the animal kingdom inspires us to create some of our most coveted designs. Carved in metal - hand-painted in enamels - and set with a king’s ransom of jewels - each is dressed in bejeweled carpets worthy of a tale from Scheherazade. Duncan is the perfect keepsake that never fails to charm and delight!,325,In Stock,Jay Strongwater,
Parker Tiger Figurine,SDH1817-696,https://www.jaystrongwater.com/platinum-1/parker-tiger-figurine-sdh1817-696,https://www.jaystrongwater.com/img/product/SDH1817-696-Z.jpg?fv=F455E8695831FA1CE9FF657B6B18A5DC-118875, The exotic allure of a safari inspires the Parker Tiger Figurine. Beginning with a clay model highlighting his striped body - the final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Tiger Figurine.,2500,In Stock,Jay Strongwater,
Ava Birdcage Egg Objet,SDH1511-256,https://www.jaystrongwater.com/easter-1/ava-birdcage-egg-objet-sdh1511-256,https://www.jaystrongwater.com/img/product/SDH1511-256_web_1-Z.jpg?fv=9ECCF7C1F6EE9935F2899404F789CEDD-89290, Our artistic heritage of carving metals and setting stones stretches back to the great workshops of Carl Faberge. Inspired by their fascinating jeweled egg objets – we introduce our own extraordinary limited-edition Birdcage Egg – a miniature bluebird swinging within a jeweled lattice egg. A tour de force of craftsmanship - composed of 40 parts casted in pewter - finished in 14K gold and beautifully painted in 14 colors of enamel by our finest artisans in Rhode Island. Sparkling with hand-set Swarovski crystals in shades of Light Peach - Colorado Topaz and Olivine with fire and green glass opal cabochons. Limited to a numbered edition of 100.,3000,In Stock,Jay Strongwater,
Leslie Bejeweled 5in x 7in Frame,SPF5844-230,https://www.jaystrongwater.com/coastal/leslie-bejeweled-5-x-7-frame-spf5844-230,https://www.jaystrongwater.com/img/product/SPF5844-230_1-Z.jpg?fv=130EB2202430C473EADA3EE838AC768F-97662,Crafted of pewter with a 14K matte gold finish - the Leslie Bejeweled 5in x 7in Frame is a treasure inspired by the sea. Hand-enameled and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure in New York and Rhode Island.,1100,In Stock,Jay Strongwater,
Monroe Lip Compact,SCB8078-273,https://www.jaystrongwater.com/great-gifts-1/monroe-lip-compact-scb8078-273,https://www.jaystrongwater.com/img/product/SCB8078-273_small-Z.jpg?fv=9C5FE703AE6E0A6E6683097AA15A1988-76482, Show them how much you love them with our jeweled Monroe Lip Compact! Luscious red enameled lips with Ruby crystals from Swarovski pave set on a jet black enameled compact.  Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous.,175,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/brocade-1/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Azazel Regal Dragon Figurine,SDH1911-680,https://www.jaystrongwater.com/platinum-1/azazel-regal-dragon-figurine-sdh1911-680,https://www.jaystrongwater.com/img/product/SDH1911-680-Z.jpg?fv=3674BBE9C3742A06DE93C5CE5A4B3983-96062, The exotic allure of the Azazel Regal Dragon Figurine began as a clay model highlighting his curved body covered in overlapping scales with his dramatic outstretched wings. The final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Imperial Dragon Figurine. Limited to an edition of 150.,3200,In Stock,Jay Strongwater,
Emery Bejeweled 4in x 6in Frame,SPF5813-224,https://www.jaystrongwater.com/love/emery-bejeweled-4-x-6-frame-spf5813-224,https://www.jaystrongwater.com/img/product/SPF5813-224_web_1-Z.jpg?fv=99BA363413E9A4143BA60472FA3DB77E-108039, Surround your true love with a waterfall of Swarovski’s finest faceted large crystals stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,1050,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/floral/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
