name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Devon Floral Scroll Wastebasket,SDH8870-284,https://www.jaystrongwater.com/indigo/devon-floral-scroll-wastebasket-sdh8870-284,https://www.jaystrongwater.com/img/product/SDH8870-284_1-Z.jpg?fv=DDAFA61A115053C41D46A390E955D36B-37199,Devon Floral Scroll Wastebasket,1600,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/brocade-1/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Quentin Snake Bowl,SDH2518-283,https://www.jaystrongwater.com/composition-2/quentin-snake-bowl-sdh2518-283,https://www.jaystrongwater.com/img/product/SDH2518-283-Z.jpg?fv=E30165E6F7BCA9DD02EE0278993E45B4-38760, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. An undulating 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the rim of the Quentin Snake Bowl. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble bowl.,695,In Stock,Jay Strongwater,
Leland Pave Corner 2in Square Frame,SPF5130-284,https://www.jaystrongwater.com/indigo/leland-pave-corner-2-square-frame-spf5130-284,https://www.jaystrongwater.com/img/product/SPF5130-284_1-Z.jpg?fv=E7C0E062770C5F2B0E604B2F20440023-76322,Welcome a new season with this fresh palette of translucent blues mixed with white. A charming composition of metal - enamel - and crystals in delft garden hues graces the Leland Pavé Corner 2in Square Frame.,100,In Stock,Jay Strongwater,
Charlene Starfish Box,SDH7387-230,https://www.jaystrongwater.com/coastal/charlene-starfish-box-sdh7387-230,https://www.jaystrongwater.com/img/product/SDH7387-230_1-Z.jpg?fv=1D172209FA59E9645E159AF616AC43AF-80782,The sea inspires our Charlene Starfish Box—depicted in hammered bezels - individually fitted together and set with faceted crystal stones and pearls. The cast metal starfish is finished in gold - hand-enameled - and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure. Placed atop a white marble box - it’s beautiful in any setting.,1800,In Stock,Jay Strongwater,
Genevieve Grand Floral Chest,SDH7317-284,https://www.jaystrongwater.com/furniture-lighting/genevieve-grand-floral-chest-sdh7317-284,https://www.jaystrongwater.com/img/product/SDH7317-284_1-Z.jpg?fv=774BE052A4F6583624791E854CB88B9C-111335,A profusion of tulips - irises - and peonies adorn the Genevieve Grand Floral Chest. A celebration of craftsmanship - this design began in our New York studio by carving each of the thirty flowers blooming on the lid. A delicate lace pattern of leaves forms the sides of the box. In total - twenty separate metal castings are soldered together to form the piece. Finished in antiqued - hand-rubbed brass - with delicately applied enamels; each box is the result of many talented artisans in our New York workshop working for weeks. In the final stage - more than 1600 crystals in delft garden shades are individually hand-set.,7900,In Stock,Jay Strongwater,
Kelsey Orchid 3inx4in Frame,SPF5802-284,https://www.jaystrongwater.com/indigo/kelsey-orchid-3-x4-frame-spf5802-284,https://www.jaystrongwater.com/img/product/SPF5802-284_1-Z.jpg?fv=D4B4731574EC8A93DFFD94EC733785DB-85257,Inspired by painted orchid flowers found on navy and white Chinese porcelains - we have carved a delicate branch of orchids gently swaying over the Kelsey frame. Each petal shaded in hand-painted cream to cobalt enamels with crystal highlights and set against the translucent navy enameled frame. With our signature - enameled metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontally.,475,In Stock,Jay Strongwater,
Leslie Bejeweled 5in x 7in Frame,SPF5844-230,https://www.jaystrongwater.com/coastal/leslie-bejeweled-5-x-7-frame-spf5844-230,https://www.jaystrongwater.com/img/product/SPF5844-230_1-Z.jpg?fv=130EB2202430C473EADA3EE838AC768F-97662,Crafted of pewter with a 14K matte gold finish - the Leslie Bejeweled 5in x 7in Frame is a treasure inspired by the sea. Hand-enameled and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure in New York and Rhode Island.,1100,In Stock,Jay Strongwater,
Genevieve Grand Floral Chest,SDH7317-284,https://www.jaystrongwater.com/indigo/genevieve-grand-floral-chest-sdh7317-284,https://www.jaystrongwater.com/img/product/SDH7317-284_1-Z.jpg?fv=774BE052A4F6583624791E854CB88B9C-111335,A profusion of tulips - irises - and peonies adorn the Genevieve Grand Floral Chest. A celebration of craftsmanship - this design began in our New York studio by carving each of the thirty flowers blooming on the lid. A delicate lace pattern of leaves forms the sides of the box. In total - twenty separate metal castings are soldered together to form the piece. Finished in antiqued - hand-rubbed brass - with delicately applied enamels; each box is the result of many talented artisans in our New York workshop working for weeks. In the final stage - more than 1600 crystals in delft garden shades are individually hand-set.,7900,In Stock,Jay Strongwater,
Hartley Floral Scroll Tissue Holder,SDH8869-284,https://www.jaystrongwater.com/indigo/hartley-floral-scroll-tissue-holder-sdh8869-284,https://www.jaystrongwater.com/img/product/SDH8869-284_1-Z.jpg?fv=D7A5518DA4F667610B264DAAF5CB5405-54765,Gracious accessories to beautifully finish your home in quintessential Jay Strongwater style. The indigo-lacquered Hartley Floral Scroll Tissue Holder is crowned with a jeweled floral top in delft garden hues.,995,In Stock,Jay Strongwater,
Sabrina Feather Vase,SDH2398-292,https://www.jaystrongwater.com/composition-2/sabrina-feather-vase-sdh2398-292,https://www.jaystrongwater.com/img/product/SDH2398-292-Z.jpg?fv=D7F7CE81E4AA6008FB29162EB44FCC3C-64048, This gracefully proportioned vase holds a beautiful bouquet and makes the perfect gift! Fluted gold speckled glass vase lifted on a stylized feather metal base finished in gold with sparkling crystals.,795,In Stock,Jay Strongwater,
Terence Stag Figurine - Natural,SDH1829-280,https://www.jaystrongwater.com/masterpieces-1/terence-stag-figurine-natural-sdh1829-280,https://www.jaystrongwater.com/img/product/SDH1829-280_1-Z.jpg?fv=721677EDF10FD7152F614757FFB1AD3C-65481,The magnificent centerpiece of our new Highland Collection. The grandeur of our Terence Stag Figurine is brought to life as he is first molded in clay - then sculpted in pewter - and finished in 18K gold. Our artisans in Rhode Island apply layers of translucent enamel and hand-set more than 900 crystals along his tufted fur. Limited edition of 350.,6500,In Stock,Jay Strongwater,
Geneva Conch Shell Figurine,SDH2473-230,https://www.jaystrongwater.com/coastal/geneva-conch-shell-figurine-sdh2473-230,https://www.jaystrongwater.com/img/product/SDH2473-230_1-Z.jpg?fv=259CB8396E2CDAE99D65899090912810-79806,Luminous crystal stones from Swarovski - individually hand-set - are tightly fitted together on the golden metal conch shell. The spiraling top shines with a 14K matte gold finish - and the body of the shell sparkles in shades of white opal - aquamarine - and light azure. Rest the Geneva Conch Shell Figurine alone dramatically on a table or display it elegantly among frames and boxes. Hold it to your ear—you can almost hear the roar of the ocean. Crafted by our artisans in Rhode Island.,2400,In Stock,Jay Strongwater,
Yin Foo Dog Figurine,SDH1899-253,https://www.jaystrongwater.com/masterpieces-1/yin-foo-dog-figurine-sdh1899-253,https://www.jaystrongwater.com/img/product/SDH1899-253_1-Z.jpg?fv=198991C15B62D489A3E754B0F47D51BC-51927,Our fiercely carved metal foo dogs are ready to protect your home and welcome the upcoming Chinese New Year. The exquisite Yin Foo Dog Figurine is solid pewter - finished in 14K gold and painted by our finest artisans with layers of enamel inspired by antique glazes. Further embellished with hundreds of hand-set Swarovski® crystals - each one is set on a carved white marble base with carved metal feet. From the Rhode Island workshop.,4600,In Stock,Jay Strongwater,
Bartram White Marble 5in x 7in Frame,SPF5865-283,https://www.jaystrongwater.com/composition-2/bartram-white-marble-5-x-7-frame-spf5865-283,https://www.jaystrongwater.com/img/product/SPF5865-283-Z.jpg?fv=D9D82F1171D672C45354567CD1A02A19-47616, Place family photos in these modern frames featuring carved stones from our jewelry workbench. Each Bartram 5in x 7in Frame begins with a large chunk of white marble that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and an intricately designed back plate in 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,1200,In Stock,Jay Strongwater,
Azazel Regal Dragon Figurine,SDH1911-680,https://www.jaystrongwater.com/fall/azazel-regal-dragon-figurine-sdh1911-680,https://www.jaystrongwater.com/img/product/SDH1911-680-Z.jpg?fv=3674BBE9C3742A06DE93C5CE5A4B3983-96062, The exotic allure of the Azazel Regal Dragon Figurine began as a clay model highlighting his curved body covered in overlapping scales with his dramatic outstretched wings. The final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Imperial Dragon Figurine. Limited to an edition of 150.,3200,In Stock,Jay Strongwater,
Yan Rooster Figurine,SDH1883-280,https://www.jaystrongwater.com/masterpieces-1/yan-rooster-figurine-sdh1883-280,https://www.jaystrongwater.com/img/product/SDH1883-280_1-Z.jpg?fv=4DABE048D00603DF67D823D1FAD6727D-123702,Colorful Yan proudly ushers in the Chinese Year of the Fire Rooster. His feathers are hand-enameled in layered hues of gold - iridescent blues and greens - burnt siennas - and crimsons - highlighted with twinkling hand-set crystals. Metal - hand-forged in our Rhode Island foundry - and finished in 14K gold.Limited edition of 300.,3000,In Stock,Jay Strongwater,
Theo Bejeweled 8in x 10in Frame,SPF5843-230,https://www.jaystrongwater.com/coastal/theo-bejeweled-8-x-10-frame-spf5843-230,https://www.jaystrongwater.com/img/product/SPF5843-230_1-Z.jpg?fv=BB6D1270FCDA374EDCF399543D0C913B-86533,Crafted of pewter with a 14K matte gold finish - the Theo Bejeweled 8in x 10in Frame is a treasure inspired by the sea. Hand-enameled and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure in New York and Rhode Island.,1400,In Stock,Jay Strongwater,
Quentin Snake Bowl,SDH2518-283,https://www.jaystrongwater.com/fall/quentin-snake-bowl-sdh2518-283,https://www.jaystrongwater.com/img/product/SDH2518-283-Z.jpg?fv=E30165E6F7BCA9DD02EE0278993E45B4-38760, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. An undulating 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the rim of the Quentin Snake Bowl. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble bowl.,695,In Stock,Jay Strongwater,
Timothy Butterfly & Leaf Lamp,SHW3284-456,https://www.jaystrongwater.com/masterpieces-1/timothy-butterfly-leaf-lamp-shw3284-456,https://www.jaystrongwater.com/img/product/SHW3284-456_1-Z.jpg?fv=E9D24624EFE6C511D4E307F835A628C5-76110,Dramatic hand-painted enameled leaves in shades of green are accented with vivid jeweled butterflies - resting on a stylized graphic base. The Timothy Butterfly & Leaf Lamp is topped with an ecru string shade and matching green finial. Brass lamp sand casted in India with pewter butterflies in 14K Gold finish from Rhode Island. Our finest artisans bring all the elements together to make each lamp.,6000,In Stock,Jay Strongwater,
Leonard Pave Corner 4in x 6in Frame,SPF5830-284,https://www.jaystrongwater.com/indigo/leonard-pave-corner-4-x-6-frame-spf5830-284,https://www.jaystrongwater.com/img/product/SPF5830-284_1-Z.jpg?fv=E93D2E803BD90C693F9DC4DB6280AB33-80739,The Leonard frame shines with a luminous finish of multiple layers of hand painted translucent cobalt enamels.  Pave with light sapphire crystals at each corner and finished with an equally striking all metal back plate – this frame is truly beautiful from any view. Stands vertically only.,325,In Stock,Jay Strongwater,
Azazel Regal Dragon Figurine,SDH1911-680,https://www.jaystrongwater.com/masterpieces-1/azazel-regal-dragon-figurine-sdh1911-680,https://www.jaystrongwater.com/img/product/SDH1911-680-Z.jpg?fv=3674BBE9C3742A06DE93C5CE5A4B3983-96062, The exotic allure of the Azazel Regal Dragon Figurine began as a clay model highlighting his curved body covered in overlapping scales with his dramatic outstretched wings. The final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Imperial Dragon Figurine. Limited to an edition of 150.,3200,In Stock,Jay Strongwater,
Julia Orchid Wall Art,SHW3314-237,https://www.jaystrongwater.com/furniture-lighting/julia-orchid-wall-art-shw3314-237,https://www.jaystrongwater.com/img/product/SHW3314-237_1-Z.jpg?fv=DBC5545D0B38F46B522E49D9877D6AE1-56708,Inspired by old botanical prints this Julia Orchid Wall Art began by carving the original model to capture the orchid’s delicate beauty. Finished in 14K gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. This elegant orchid is individually mounted on a gold-leaf frame. Julia Orchid Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,2800,In Stock,Jay Strongwater,
Frida Skull with Butterflies Figurine,SDH1909-289,https://www.jaystrongwater.com/masterpieces-1/frida-skull-with-butterflies-figurine-sdh1909-289,https://www.jaystrongwater.com/img/product/SDH1909-289_alt3-Z.jpg?fv=CCAFF17162B8747D86B3226A8F5A4952-159240, Inspired by the great heritage of Mexican Sugar skulls - we first carved our Frida Skull in clay with a raised all-over floral pattern highlighted with jeweled fluttering butterflies. Casted in pewter - finished in 18K gold and beautifully painted in 21 colors of enamel by our finest artisans in Rhode Island. Our Frida Skull sparkles with hand-set Swarovski crystals in shades of Fuchsia - Padparadscha and Tanzanite.,4200,In Stock,Jay Strongwater,
Desmond Tiger Ottoman,SHW3296-280,https://www.jaystrongwater.com/furniture-lighting/desmond-tiger-ottoman-shw3296-280,https://www.jaystrongwater.com/img/product/SHW3296-280_1-Z.jpg?fv=E21AD1EC126D5FF4E1510CDFD593292E-91478,Dazzling embroidery - meticulously stitched on velvet fabrics - brings the majestic beauty of the animal kingdom to our Desmond Tiger Ottoman. Glass and crystal beads from India; mahogany wood ottoman base from Spain.,2500,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/fall/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Frida Skull with Butterflies Figurine,SDH1909-289,https://www.jaystrongwater.com/fall/frida-skull-with-butterflies-figurine-sdh1909-289,https://www.jaystrongwater.com/img/product/SDH1909-289_alt3-Z.jpg?fv=CCAFF17162B8747D86B3226A8F5A4952-159240, Inspired by the great heritage of Mexican Sugar skulls - we first carved our Frida Skull in clay with a raised all-over floral pattern highlighted with jeweled fluttering butterflies. Casted in pewter - finished in 18K gold and beautifully painted in 21 colors of enamel by our finest artisans in Rhode Island. Our Frida Skull sparkles with hand-set Swarovski crystals in shades of Fuchsia - Padparadscha and Tanzanite.,4200,In Stock,Jay Strongwater,
Ganesha Ganesh Figurine,SDH1837-256,https://www.jaystrongwater.com/fall/ganesha-ganesh-figurine-sdh1837-256,https://www.jaystrongwater.com/img/product/SDH1837-256-Z.jpg?fv=E0771B955477446DD90986DFAC7EBD54-85821, Glorious icons exemplify the best of Jay Strongwater - flawless craftsmanship from our Rhode Island artisans - to be shared with generations to come. The Ganesh Figurine was lovingly carved - first in clay to capture the fluid draping and exotic details and then in solid pewter with a 14K gold finish and further embellished with hundreds of tiny sparkling crystals. Layers of transparent enamel are finely applied in tones of marigold - crimson - aqua and lime. The Ganesh figurine is attached to a carved faceted white marble base lifted on small metal legs. Limited to an edition of 50.,10000,In Stock,Jay Strongwater,
Adelaide Leaf & Flower Mirror,SHM3023-250,https://www.jaystrongwater.com/furniture-lighting/adelaide-leaf-flower-mirror-shm3023-250,https://www.jaystrongwater.com/img/product/SHM3023-250_1-Z.jpg?fv=3B184CA23FEE8913B66980086C0ECAA0-128434,Our greenhouse is fully blossoming with jeweled orchids - lilies - and poppies adorning this magnificent Adelaide Flora & Fauna Mirror - wreathed in enameled foliage with fluttering butterflies. Over 100 separate metal designs - each finished in 14K gold - are fitted together by artisans in Rhode Island and New York. Painted with thirty-one colors of enamel and more than 4 - 000 hand-set Swarovski® crystals. Can be hung vertically or horizontally.,26000,In Stock,Jay Strongwater,
Parker Tiger Figurine,SDH1817-696,https://www.jaystrongwater.com/platinum-1/parker-tiger-figurine-sdh1817-696,https://www.jaystrongwater.com/img/product/SDH1817-696-Z.jpg?fv=F455E8695831FA1CE9FF657B6B18A5DC-118875, The exotic allure of a safari inspires the Parker Tiger Figurine. Beginning with a clay model highlighting his striped body - the final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Tiger Figurine.,2500,In Stock,Jay Strongwater,
Essie Magnolia Wall Art,SHW3321-256,https://www.jaystrongwater.com/furniture-lighting/essie-magnolia-wall-art-shw3321-256,https://www.jaystrongwater.com/img/product/SHW3321-256_1-Z.jpg?fv=97C92D082A3AF2B7D55BE7FB40EE9E70-56768,Inspired by old botanical prints this Essie Magnolia Wall Art began by carving the original model to capture the magnolia’s delicate beauty. Finished in 14K Gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. The magnolia flower is individually mounted on a gold-leaf frame. Essie Magnolia Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,2800,In Stock,Jay Strongwater,
Aurelia Hydrangea Wall Art,SHW3319-209,https://www.jaystrongwater.com/furniture-lighting/aurelia-hydrangea-wall-art-shw3319-209,https://www.jaystrongwater.com/img/product/SHW3319-209_1-Z.jpg?fv=99F1D0E4D4A202786FD75E04EF33992B-57610,Inspired by old botanical prints this Aurelia Hydrangea Wall Art began by carving the original model to capture the hydrangea’s delicate beauty. Finished in 14K Gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. The stunning hydrangea flower is individually mounted on a gold-leaf frame. Aurelia Hydrangea Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,2800,In Stock,Jay Strongwater,
Sophia Floral Dining Table,SHW3303-450,https://www.jaystrongwater.com/furniture-lighting/sophia-floral-dining-table-shw3303-450,https://www.jaystrongwater.com/img/product/SHW3303-450-Z.jpg?fv=7FBA5E26E8B5ADADE13B65FDB73B0036-68201, The Sophia Floral Dining Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of 23 enamel colors - highlighted with hand-set Swarovski crystals. Our finest artisans bring all the elements together to make each dining table - a fascinating composition of flora under the beveled glass top.,24000,In Stock,Jay Strongwater,
Clara Floral Branch Box,SDH7389-289,https://www.jaystrongwater.com/fall/clara-floral-branch-box-sdh7389-289,https://www.jaystrongwater.com/img/product/SDH7389-289_alt1-Z.jpg?fv=679AF0AE47BA69DBFF2D72A42B80F361-44690, A lavish bouquet of flowers and leaves are draped over the long porcelain Clara box alighted with a jeweled butterfly. Casted in pewter - finished in 18K gold and beautifully painted in shades of magenta - plum and lilac enamels by our finest artisans in Rhode Island. This box sparkles with hand-set Swarovski crystals. Cream glazed porcelain with a high-fired gold edging crafted in Portugal.,1200,In Stock,Jay Strongwater,
Xavier Snake Box,SDH7395-283,https://www.jaystrongwater.com/fall/xavier-snake-box-sdh7395-283,https://www.jaystrongwater.com/img/product/SDH7395-283-Z.jpg?fv=6B20B1D8062503C477A39C6AE1324C35-47383, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. A coiled 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the lid of the Xavier Snake Box. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble box.,650,In Stock,Jay Strongwater,
Melba Floral Ottoman,SHW3316-450,https://www.jaystrongwater.com/furniture-lighting/melba-floral-ottoman-shw3316-450,https://www.jaystrongwater.com/img/product/SHW3316-450_1-Z.jpg?fv=E62D3E3B3B0DBEF90575CEC63E827458-73171, Melba Floral Ottoman ,1600,In Stock,Jay Strongwater,
Washington Grand Eagle Figurine - Natural,SDH1790-280,https://www.jaystrongwater.com/masterpieces-1/washington-grand-eagle-figurine-natural-sdh1790-280,https://www.jaystrongwater.com/img/product/SDH1790-280_1-Z.jpg?fv=437B4084703DA25CE587EAF05E6D6141-63493,Capturing the drama of the eagle in flight - his wings fully extended - begins with our master model maker carving the Washington Grand Eagle Figurine in clay. Next - molds are made - and seven separate pewter castings are poured and finished in 18K gold. The artisans in Rhode Island will spend over two days applying layers of enamel to each eagle before 2000 crystals are hand-set. In total - eight artisans will spend three weeks creating each Grand Eagle Figurine. Carved black marble plinth. Limited to an edition of 350.,6500,In Stock,Jay Strongwater,
Everett Floral & Scroll Coffee Table,SHW3299-450,https://www.jaystrongwater.com/furniture-lighting/everett-floral-scroll-coffee-table-shw3299-450,https://www.jaystrongwater.com/img/product/SHW3299-450_1-Z.jpg?fv=62FA37A6217E92FF0D37D1912D116E71-43962,The Everett Floral & Scroll Coffee Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K Gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of enamels on each piece - highlighted with over fifteen hundred Swarovski crystals. Our finest artisans bring all the elements together to make each coffee table - a fascinating composition of flora under the beveled glass top.,18000,In Stock,Jay Strongwater,
